Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2017","2017","kcal/capita/day","162","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2018","2018","kcal/capita/day","154","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2019","2019","kcal/capita/day","154","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2020","2020","kcal/capita/day","142","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2016","2016","kcal/capita/day","140","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2017","2017","kcal/capita/day","148","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2018","2018","kcal/capita/day","145","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2019","2019","kcal/capita/day","143","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2020","2020","kcal/capita/day","147","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2943","Meat","2016","2016","kcal/capita/day","532","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2943","Meat","2017","2017","kcal/capita/day","546","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2943","Meat","2018","2018","kcal/capita/day","554","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2943","Meat","2019","2019","kcal/capita/day","559","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2943","Meat","2020","2020","kcal/capita/day","554","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2949","Eggs","2016","2016","kcal/capita/day","40","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2949","Eggs","2017","2017","kcal/capita/day","42","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2949","Eggs","2018","2018","kcal/capita/day","46","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2949","Eggs","2019","2019","kcal/capita/day","48","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2949","Eggs","2020","2020","kcal/capita/day","40","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2016","2016","kcal/capita/day","640","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2017","2017","kcal/capita/day","646","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2018","2018","kcal/capita/day","625","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2019","2019","kcal/capita/day","640","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2020","2020","kcal/capita/day","623","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2016","2016","kcal/capita/day","174","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2017","2017","kcal/capita/day","191","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2018","2018","kcal/capita/day","189","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2019","2019","kcal/capita/day","188","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/capita/day","187","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2016","2016","kcal/capita/day","1130","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2017","2017","kcal/capita/day","1079","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2018","2018","kcal/capita/day","1076","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2019","2019","kcal/capita/day","1133","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2020","2020","kcal/capita/day","977","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2908","Sugar Crops","2019","2019","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2908","Sugar Crops","2020","2020","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2016","2016","kcal/capita/day","490","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2017","2017","kcal/capita/day","449","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2018","2018","kcal/capita/day","467","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2019","2019","kcal/capita/day","428","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2020","2020","kcal/capita/day","427","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2016","2016","kcal/capita/day","90","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2017","2017","kcal/capita/day","84","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2018","2018","kcal/capita/day","80","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2019","2019","kcal/capita/day","78","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2020","2020","kcal/capita/day","77","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2016","2016","kcal/capita/day","126","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2017","2017","kcal/capita/day","140","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2018","2018","kcal/capita/day","140","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2019","2019","kcal/capita/day","132","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2020","2020","kcal/capita/day","134","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2016","2016","kcal/capita/day","227","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2017","2017","kcal/capita/day","248","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2018","2018","kcal/capita/day","270","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2019","2019","kcal/capita/day","229","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2020","2020","kcal/capita/day","240","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2016","2016","kcal/capita/day","390","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2017","2017","kcal/capita/day","378","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2018","2018","kcal/capita/day","412","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2019","2019","kcal/capita/day","408","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2020","2020","kcal/capita/day","390","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2016","2016","kcal/capita/day","36","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2017","2017","kcal/capita/day","38","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2018","2018","kcal/capita/day","33","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2019","2019","kcal/capita/day","36","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2020","2020","kcal/capita/day","37","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2016","2016","kcal/capita/day","358","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2017","2017","kcal/capita/day","482","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2018","2018","kcal/capita/day","485","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2019","2019","kcal/capita/day","427","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2020","2020","kcal/capita/day","523","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2016","2016","kcal/capita/day","50","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2017","2017","kcal/capita/day","55","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2018","2018","kcal/capita/day","54","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2019","2019","kcal/capita/day","53","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/capita/day","53","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2016","2016","kcal/capita/day","999","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2017","2017","kcal/capita/day","931","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2018","2018","kcal/capita/day","923","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2019","2019","kcal/capita/day","921","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2020","2020","kcal/capita/day","850","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2016","2016","kcal/capita/day","259","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2017","2017","kcal/capita/day","258","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2018","2018","kcal/capita/day","334","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2019","2019","kcal/capita/day","303","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2020","2020","kcal/capita/day","349","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2918","Vegetables","2016","2016","kcal/capita/day","94","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2918","Vegetables","2017","2017","kcal/capita/day","86","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2918","Vegetables","2018","2018","kcal/capita/day","84","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2918","Vegetables","2019","2019","kcal/capita/day","68","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2918","Vegetables","2020","2020","kcal/capita/day","80","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2016","2016","kcal/capita/day","66","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2017","2017","kcal/capita/day","74","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2018","2018","kcal/capita/day","70","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2019","2019","kcal/capita/day","78","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2020","2020","kcal/capita/day","79","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2016","2016","kcal/capita/day","180","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2017","2017","kcal/capita/day","194","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2018","2018","kcal/capita/day","192","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2019","2019","kcal/capita/day","173","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2020","2020","kcal/capita/day","155","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2943","Meat","2016","2016","kcal/capita/day","296","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2943","Meat","2017","2017","kcal/capita/day","310","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2943","Meat","2018","2018","kcal/capita/day","323","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2943","Meat","2019","2019","kcal/capita/day","319","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2943","Meat","2020","2020","kcal/capita/day","310","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2949","Eggs","2016","2016","kcal/capita/day","43","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2949","Eggs","2017","2017","kcal/capita/day","45","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2949","Eggs","2018","2018","kcal/capita/day","49","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2949","Eggs","2019","2019","kcal/capita/day","52","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2949","Eggs","2020","2020","kcal/capita/day","51","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2016","2016","kcal/capita/day","364","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2017","2017","kcal/capita/day","353","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2018","2018","kcal/capita/day","298","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2019","2019","kcal/capita/day","335","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2020","2020","kcal/capita/day","342","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2016","2016","kcal/capita/day","50","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2017","2017","kcal/capita/day","54","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2018","2018","kcal/capita/day","54","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2019","2019","kcal/capita/day","55","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/capita/day","56","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2016","2016","kcal/capita/day","1181","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2017","2017","kcal/capita/day","1177","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2018","2018","kcal/capita/day","1159","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2019","2019","kcal/capita/day","1130","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2020","2020","kcal/capita/day","1110","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2016","2016","kcal/capita/day","396","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2017","2017","kcal/capita/day","387","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2018","2018","kcal/capita/day","395","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2019","2019","kcal/capita/day","384","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2020","2020","kcal/capita/day","376","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2918","Vegetables","2016","2016","kcal/capita/day","74","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2918","Vegetables","2017","2017","kcal/capita/day","69","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2918","Vegetables","2018","2018","kcal/capita/day","75","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2918","Vegetables","2019","2019","kcal/capita/day","69","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2918","Vegetables","2020","2020","kcal/capita/day","64","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2016","2016","kcal/capita/day","79","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2017","2017","kcal/capita/day","71","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2018","2018","kcal/capita/day","83","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2019","2019","kcal/capita/day","68","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2020","2020","kcal/capita/day","77","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2016","2016","kcal/capita/day","231","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2017","2017","kcal/capita/day","232","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2018","2018","kcal/capita/day","219","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2019","2019","kcal/capita/day","200","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2020","2020","kcal/capita/day","200","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2943","Meat","2016","2016","kcal/capita/day","381","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2943","Meat","2017","2017","kcal/capita/day","394","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2943","Meat","2018","2018","kcal/capita/day","404","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2943","Meat","2019","2019","kcal/capita/day","407","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2943","Meat","2020","2020","kcal/capita/day","435","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2949","Eggs","2016","2016","kcal/capita/day","61","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2949","Eggs","2017","2017","kcal/capita/day","57","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2949","Eggs","2018","2018","kcal/capita/day","59","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2949","Eggs","2019","2019","kcal/capita/day","50","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2949","Eggs","2020","2020","kcal/capita/day","47","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2016","2016","kcal/capita/day","313","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2017","2017","kcal/capita/day","319","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2018","2018","kcal/capita/day","308","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2019","2019","kcal/capita/day","458","E","Estimated value"
